id,name,start,end,reason
260,Skalice n.Svit. - Rájec-Jestřebí,20111203114000,20111203144500,následky srážky vlaku s osobou
270,Brodek u Přer. - Grygov,20111204063000,20111204093000,následky srážky vlaku s osobou
224,H.Cerekev - Pelhřimov,20111204080000,20111204120000,následky srážky vlaku s osobou
225,H.Cerekev - Pelhřimov,20111204080000,20111204120000,následky srážky vlaku s osobou
224,H.Cerekev - Pelhřimov,20111204083000,20111204110000,následky srážky vlaku s osobou
26,Náchod - Václavice,20111204215400,20111204232000,následky srážky vlaku s osobou
331,Zlín stř. - Lípa nad Dřevnicí,20111205121500,20111205143000,následky srážky vlaku s osobou
250,Vranovice - Hrušovany u Brna,20111205130900,20111205153000,následky srážky vlaku s osobou
250,Hrušovany u Brna - Vranovice,20111205130000,20111205180000,následky srážky vlaku s osobou
194,Č.Budějovice - Boršov n.Vlt.,20111205144700,20111205203000,následky srážky vlaku s osobou
196,Č.Budějovice - Boršov n.Vlt.,20111205144700,20111205203000,následky srážky vlaku s osobou
321,Ostrava-Svinov - Háj ve Sl.,20111205173000,20111205193000,následky srážky vlaku s osobou
321,Háj ve Sl. - Děhylov,20111205172000,20111205193900,následky srážky vlaku s osobou
330,Tlumačov - Otrokovice,20111205181000,20111205220000,následky srážky vlaku s osobou
321,Havířov - Albrechtice u Č.T.,20111208044500,20111208084500,následky srážky vlaku s osobou
31,Smiřice - Jaroměř,20111208045000,20111208080000,následky srážky vlaku s osobou
321,Havířov - Opava východ,20111208085300,20111208114500,následky srážky vlaku s osobou
320,Návsí (Nawsie) - Bystřice (Bystrzyca),20111209201200,20111209231200,následky srážky vlaku s osobou
320,Návsí (Nawsie) - Návsí (Nawsie),20111210070000,20111210110000,následky srážky vlaku s osobou
331,Otrokovice - Otrokovice-Trávn.,20111211183000,20111211205000,následky srážky vlaku s osobou
120,Praha Masarykovo n. - Praha-Bubny,20111212174800,20111212200000,následky srážky vlaku s osobou
91,Praha Masarykovo n. - Praha-Bubny,20111212174800,20111212200000,následky srážky vlaku s osobou
221,Praha-Vršovice - Praha-Hostivař,20111213063500,20111213090000,následky srážky vlaku s osobou
179,Cheb - Marktredwitz,20111213173500,20111213214500,následky srážky vlaku s osobou
331,Otrokovice - Zlín stř.,20111216163500,20111216183500,následky srážky vlaku s osobou
10,Praha hl.n. - Č.Třebová,20111217063000,20111217112000,následky srážky vlaku s osobou
11,Praha hl.n. - Č.Třebová,20111217063000,20111217112000,následky srážky vlaku s osobou
160,Plzeň hl.n. - Třemošná u Plzně,20111218104500,20111218134500,následky srážky vlaku s osobou
250,Brno hl.n. - Kuřim,20111219123000,20111219145900,následky srážky vlaku s osobou
270,Hranice na M. - Drahotuše,20111221084500,20111221110000,následky srážky vlaku s osobou
300,Ivanovice na H. - Nezamyslice,20111222070000,20111222093000,následky srážky vlaku s osobou
321,Havířov - Ostrava-Svinov,20111223101500,20111223123000,následky srážky vlaku s osobou
140,Stráž n.Ohří - Vojkovice n.Ohří,20111224045000,20111224070000,následky srážky vlaku s osobou
270,Rudoltice v Č. - Krasíkov,20111224153500,20111224180000,následky srážky vlaku s osobou
70,Chotětov - Mladá Boleslav hl.n.,20111224183000,20111224223000,následky srážky vlaku s osobou
11,Kolín - Praha hl.n.,20111228071500,20111228103000,následky srážky vlaku s osobou
10,Kolín - Praha hl.n.,20111228071500,20111228103000,následky srážky vlaku s osobou
270,Kolín - Praha hl.n.,20111228071500,20111228103000,následky srážky vlaku s osobou
341,Újezdec u Luh. - Luhačovice,20111228104300,20111228114500,následky srážky vlaku s osobou
10,Pardubice hl.n. - Kostěnice,20111229070500,20111229093000,následky srážky vlaku s osobou
250,Ostrov n.Osl. - Sázava u Žď.,20111230133000,20111230153000,následky srážky vlaku s osobou
321,Ostrava-Vítkovice - Ostrava-Kunčice,20111230202600,20111230233000,následky srážky vlaku s osobou
231,Praha-H.Počernice - Mstětice,20111231171300,20111231203000,následky srážky vlaku s osobou
321,Havířov - Albrechtice u Č.T.,20120101055000,20120101083500,následky srážky vlaku s osobou
31,Opatovice n.L. - Stéblová,20120101083000,20120101113000,následky srážky vlaku s osobou
70,Praha-Čakovice - Měšice u Phy,20120102111500,20120102133000,následky srážky vlaku s osobou
321,Albrechtice u Č.T. - Č.Těšín,20120103110500,20120103143000,následky srážky vlaku s osobou
303,Kroměříž - Kojetín,20120104094900,20120104120000,následky srážky vlaku s osobou
31,Hradec Králové hl.n. - Opatovice n.L.,20120104191000,20120104215000,následky srážky vlaku s osobou
322,Č.Těšín - Hnojník,20120104230400,20120105010400,následky srážky vlaku s osobou
91,Praha hl.n. - Vraňany,20120108130600,20120108200000,následky srážky vlaku s osobou
90,Praha hl.n. - Vraňany,20120108130600,20120108200000,následky srážky vlaku s osobou
260,Praha hl.n. - Vraňany,20120108130600,20120108200000,následky srážky vlaku s osobou
250,Praha hl.n. - Vraňany,20120108130600,20120108200000,následky srážky vlaku s osobou
10,Praha hl.n. - Vraňany,20120108130600,20120108200000,následky srážky vlaku s osobou
318,Kravaře ve Sl. - Chuchelná,20120110135000,20120110160000,následky srážky vlaku s osobou
317,Kravaře ve Sl. - Chuchelná,20120110135000,20120110160000,následky srážky vlaku s osobou
301,Prostějov hl.n. - Nezamyslice,20120110170000,20120110120000,následky srážky vlaku s osobou
130,Chomutov - Kyjice,20120112170000,20120112190000,následky srážky vlaku s osobou
130,Kyjice - Chomutov,20120112170800,20120112190000,následky srážky vlaku s osobou
26,Týniště n.Orl. - Meziměstí,20120114144500,20120114180000,následky srážky vlaku s osobou
20,Týniště n.Orl. - Meziměstí,20120114144500,20120114180000,následky srážky vlaku s osobou
320,Bohumín - Čadca,20120116070000,20120116110000,následky srážky vlaku s osobou
10,Bohumín - Čadca,20120116070000,20120116110000,následky srážky vlaku s osobou
270,Bohumín - Čadca,20120116070000,20120116110000,následky srážky vlaku s osobou
11,Bohumín - Čadca,20120116070000,20120116110000,následky srážky vlaku s osobou
292,Jeseník - Jindřichov ve Sl.,20120116150000,20120116170000,následky srážky vlaku s osobou
260,Brno hl.n. - Č.Třebová,20120116174000,20120116191500,následky srážky vlaku s osobou
330,Přerov - Říkovice,20120116172000,20120116194500,následky srážky vlaku s osobou
183,Plzeň hl.n. - Plzeň-Valcha,20120117043000,20120117100000,následky srážky vlaku s osobou
130,Bílina - Chotějovice,20120117103500,20120117123500,následky srážky vlaku s osobou
301,Olomouc hl.n. - Blatec,20120120033000,20120120053000,následky srážky vlaku s osobou
171,Praha-Smíchov - Praha-Radotín,20120120102000,20120120130000,následky srážky vlaku s osobou
270,Polom - Hranice na M.,20120122081800,20120122123000,následky srážky vlaku s osobou
20,Chlumec n.C. - N.Město n.C.,20120123183500,20120124000000,následky srážky vlaku s osobou
231,Praha Masarykovo n. - Praha-Vysočany,20120124143000,20120124170000,následky srážky vlaku s osobou
231,Praha Masarykovo n. - Praha-Vysočany,20120124143000,20120124170000,následky srážky vlaku s osobou
91,Praha Masarykovo n. - Praha-Vysočany,20120124143000,20120124170000,následky srážky vlaku s osobou
70,Praha Masarykovo n. - Praha-Vysočany,20120124143000,20120124170000,následky srážky vlaku s osobou
90,Hněvice - Roudnice n.L.,20120124144900,20120124174900,následky srážky vlaku s osobou
323,Frýdek-Místek - Frýdek-Místek,20120124202700,20120124223700,následky srážky vlaku s osobou
341,Uherský Brod - Uherský Brod,20120124210800,20120124232000,následky srážky vlaku s osobou
238,Chrudim - Pardubice hl.n.,20120124212600,20120124223000,následky srážky vlaku s osobou
231,Praha-Vysočany - Praha-H.Počernice,20120126124500,20120126154500,následky srážky vlaku s osobou
10,Pardubice hl.n. - Kostěnice,20120131190000,20120131220000,následky srážky vlaku s osobou
275,Olomouc-Řepčín - Olomouc hl.n.,20120202201000,20120202220000,následky srážky vlaku s osobou
300,Sokolnice-Telnice - Brno-Chrlice,20120206160300,20120206180000,následky srážky vlaku s osobou
87,Litoměřice hor.n. - Liběšice,20120207063600,20120207090000,následky srážky vlaku s osobou
11,Praha-Běchovice - Úvaly,20120210140900,20120210163000,následky srážky vlaku s osobou
11,Praha-Běchovice - Úvaly,20120210135000,20120210175000,následky srážky vlaku s osobou
42,Martinice v Krk. - Rokytnice n.Jiz.,20120216185900,20120216210000,následky srážky vlaku s osobou
321,Ostrava-Svinov - Opava východ,20120218130000,20120218163000,následky srážky vlaku s osobou
321,Ostrava-Svinov - Opava východ,20120218130000,20120218163000,následky srážky vlaku s osobou
250,Břeclav - Podivín,20120218192400,20120218212000,následky srážky vlaku s osobou
250,Brno hl.n. - Břeclav,20120218193000,20120218223000,následky srážky vlaku s osobou
260,Brno hl.n. - Břeclav,20120218193000,20120218223000,následky srážky vlaku s osobou
31,Opatovice n.L. - Stéblová,20120220120000,20120220153000,následky srážky vlaku s osobou
120,Praha Masarykovo n. - Praha-Dejvice,20120220151000,20120220171000,následky srážky vlaku s osobou
130,Bílina - Most,20120220184000,20120220211500,následky srážky vlaku s osobou
91,Roztoky u Prahy - Libčice n.Vlt.,20120221145000,20120221180000,následky srážky vlaku s osobou
260,Blansko - Rájec-Jestřebí,20120222131500,20120222151500,následky srážky vlaku s osobou
91,Vraňany - Praha hl.n.,20120223195200,20120223213000,následky srážky vlaku s osobou
90,Vraňany - Praha hl.n.,20120223195200,20120223213000,následky srážky vlaku s osobou
300,Nezamyslice - Vyškov na M.,20120225093000,20120225120000,následky srážky vlaku s osobou
250,Kúty - Břeclav,20120227105000,20120227130000,následky srážky vlaku s osobou
270,Polom - Suchdol n.O.,20120228210000,20120228230000,následky srážky vlaku s osobou
10,Záboří n.L. - Řečany n.L.,20120301184000,20120301223000,následky srážky vlaku s osobou
11,Velim - Kolín,20120305080500,20120305110000,následky srážky vlaku s osobou
11,Praha-Holešovice - Praha-Libeň,20120305105500,20120305130000,následky srážky vlaku s osobou
91,Praha-Holešovice - Praha-Libeň,20120305105500,20120305130000,následky srážky vlaku s osobou
32,Jaroměř - Trutnov hl.n.,20120305162000,20120305190000,následky srážky vlaku s osobou
31,Jaroměř - Trutnov hl.n.,20120305162000,20120305190000,následky srážky vlaku s osobou
310,Opava východ - Skrochovice,20120306043200,20120306070000,následky srážky vlaku s osobou
170,Chrást u Plzně - Plzeň hl.n.,20120306092600,20120306114500,následky srážky vlaku s osobou
330,Otrokovice - Huštěnovice,20120309121300,20120309160000,následky srážky vlaku s osobou
260,Blansko - Rájec-Jestřebí,20120312160500,20120312190000,následky srážky vlaku s osobou
321,Albrechtice u Č.T. - Havířov,20120315071000,20120315091000,následky srážky vlaku s osobou
241,Grešlové Mýto - Okříšky,20120318194500,20120318210000,následky srážky vlaku s osobou
320,Mosty u Jabl. - Čadca,20120319211800,20120319221800,následky srážky vlaku s osobou
190,Plzeň-Koterov - Plzeň hl.n.,20120321141500,20120321170000,následky srážky vlaku s osobou
81,Č.Lípa hl.n. - Krásná Lípa,20120324113000,20120324133000,následky srážky vlaku s osobou
70,Měšice u Phy - Neratovice,20120326234000,20120327020000,následky srážky vlaku s osobou
91,Roztoky u Prahy - Praha-Bubeneč,20120406190000,20120406210000,následky srážky vlaku s osobou
270,Č.Třebová - Bohumín,20120406193000,20120406221500,následky srážky vlaku s osobou
10,Č.Třebová - Bohumín,20120406193000,20120406221500,následky srážky vlaku s osobou
330,Lužice - Moravská N.Ves,20120407050000,20120407060000,následky srážky vlaku s osobou
310,Hlubočky - Hrubá Voda,20120408042800,20120408075000,následky srážky vlaku s osobou
72,Všetaty - Mělník,20120410165500,20120410194500,následky srážky vlaku s osobou
11,Úvaly - Č.Brod,20120411100900,20120411130000,následky srážky vlaku s osobou
11,Praha-Libeň - Praha-Běchovice,20120412160000,20120412185000,následky srážky vlaku s osobou
250,Brno-Královo Pole - Kuřim,20120412173800,20120412200000,následky srážky vlaku s osobou
270,Grygov - Olomouc hl.n.,20120416164000,20120416184000,následky srážky vlaku s osobou
130,Ústí n.L.západ - Chabařovice,20120418231200,20120419010000,následky srážky vlaku s osobou
250,Kúty - Břeclav,20120419110000,20120419150000,následky srážky vlaku s osobou
270,Kúty - Břeclav,20120419110000,20120419150000,následky srážky vlaku s osobou
330,Kúty - Břeclav,20120419110000,20120419150000,následky srážky vlaku s osobou
250,Břeclav - Podivín,20120421000000,20120421023000,následky srážky vlaku s osobou
171,Praha hl.n. - Praha-Smíchov,20120422204500,20120422231500,následky srážky vlaku s osobou
32,Jaroměř - Starkoč,20120423045500,20120423080000,následky srážky vlaku s osobou
30,Jaroměř - Starkoč,20120423045500,20120423080000,následky srážky vlaku s osobou
232,Lysá n.L. - Milovice,20120424120000,20120424140000,následky srážky vlaku s osobou
231,Lysá n.L. - Milovice,20120424120000,20120424140000,následky srážky vlaku s osobou
72,Lysá n.L. - Milovice,20120424120000,20120424140000,následky srážky vlaku s osobou
323,Valašské Meziříčí - Hostašovice,20120426202700,20120426223000,následky srážky vlaku s osobou
11,Kolín - Velim,20120429120800,20120429160000,následky srážky vlaku s osobou
180,Vejprnice - Nýřany,20120504153500,20120504180000,následky srážky vlaku s osobou
270,Přerov - Prosenice,20120504084000,20120504110000,následky srážky vlaku s osobou
301,Prostějov hl.n. - Vrbátky,20120505213000,20120506010000,následky srážky vlaku s osobou
120,Praha-Veleslavín - Praha-Ruzyně,20120509162600,20120509190000,následky srážky vlaku s osobou
10,Kostěnice - Pardubice hl.n.,20120510044000,20120510080000,následky srážky vlaku s osobou
230,Čáslav - Golčův Jeníkov,20120511141000,20120511164000,následky srážky vlaku s osobou
72,Sebuzín - V.Žernoseky,20120512103300,20120512130000,následky srážky vlaku s osobou
140,Chodov - Karlovy Vary,20120512105000,20120512140000,následky srážky vlaku s osobou
210,Jílové u Prahy - Davle,20120514200800,20120514230000,následky srážky vlaku s osobou
171,Dobřichovice - Praha-Radotín,20120515042700,20120515060000,následky srážky vlaku s osobou
98,Děčín st.hr. - Děčín hl.n.,20120517075000,20120517094000,následky srážky vlaku s osobou
11,Úvaly - Č.Brod,20120517103000,20120517140000,následky srážky vlaku s osobou
36,Tanvald - Smržovka,20120518063800,20120518093800,následky srážky vlaku s osobou
250,Rajhrad - Vojkovice n.Svr.,20120518173200,20120518200000,následky srážky vlaku s osobou
72,Sebuzín - V.Žernoseky,20120518192000,20120518212000,následky srážky vlaku s osobou
30,Liberec - Jeřmanice,20000519093700,20120519133000,následky srážky vlaku s osobou
340,Ostrožská N.Ves - Ostrožská N.Ves,20120519184500,20120519194500,následky srážky vlaku s osobou
171,Řevnice - Praha hl.n.,20120521182800,20120521192800,následky srážky vlaku s osobou
320,Bohumín - Čadca,20120522051000,20120522100000,následky srážky vlaku s osobou
270,Bohumín - Čadca,20120522051000,20120522100000,následky srážky vlaku s osobou
10,Bohumín - Čadca,20120522051000,20120522100000,následky srážky vlaku s osobou
292,Jindřichov ve Sl. - Krnov,20120524205000,20120524220000,následky srážky vlaku s osobou
130,Teplice v Č. - Bohosudov,20120528135800,20120528170000,následky srážky vlaku s osobou
341,Uherský Brod - Újezdec u Luh.,20120528143500,20120528180000,následky srážky vlaku s osobou
320,Třinec (Trzyniec) - Bystřice (Bystrzyca),20120530132000,20120530160000,následky srážky vlaku s osobou
16,Holice - Moravany,20120530174300,20120530200000,následky srážky vlaku s osobou
140,Karlovy Vary - K.Vary-Dvory,20120602124500,20120602144500,následky srážky vlaku s osobou
270,Polanka n.O. - Jistebník,20120608011500,20120608031500,následky srážky vlaku s osobou
292,Hanušovice - Jindřichov na M.,20120609060600,20120609080000,následky srážky vlaku s osobou
244,Moravské Bránice - Ivančice,20120610050000,20120610083000,následky srážky vlaku s osobou
250,Brno hl.n. - Kúty,20120612024500,20120612044500,následky srážky vlaku s osobou
260,Brno hl.n. - Kúty,20120612024500,20120612044500,následky srážky vlaku s osobou
300,Brno hl.n. - Vyškov na M.,20120612222300,20120612235900,následky srážky vlaku s osobou
130,Ústí n.L.západ - Chabařovice,20120613070800,20120613093000,následky srážky vlaku s osobou
260,Č.Třebová - Svitavy,20120613142500,20120613163000,následky srážky vlaku s osobou
310,Krnov - Skrochovice,20120615063000,20120615101000,následky srážky vlaku s osobou
320,Čadca - Bohumín,20120616004500,20120616030000,následky srážky vlaku s osobou
183,Přeštice - Chlumčany u Dobřan,20120616043000,20120616090000,následky srážky vlaku s osobou
30,Horka u Staré Paky - Mostek,20120616094000,20120616143000,následky srážky vlaku s osobou
130,Chomutov - Kyjice,20120617204500,20120617224500,následky srážky vlaku s osobou
246,Břeclav - Boří les,20120618070000,20120618100000,následky srážky vlaku s osobou
301,Vrbátky - Prostějov hl.n.,20120620001600,20120620020000,následky srážky vlaku s osobou
171,Praha-Radotín - Dobřichovice,20120621044000,20120621071000,následky srážky vlaku s osobou
260,Blansko - Rájec-Jestřebí,20120623013000,20120623033000,následky srážky vlaku s osobou
120,Kladno - Praha Masarykovo n.,20120623060000,20120623083000,následky srážky vlaku s osobou
93,Kladno - Praha Masarykovo n.,20120623060000,20120623083000,následky srážky vlaku s osobou
290,Uničov - Újezd u Uničova,20120624123300,20120624153300,následky srážky vlaku s osobou
221,Benešov u Prahy - Čerčany,20120625110500,20120625143000,následky srážky vlaku s osobou
300,Vyškov na M. - Ivanovice na H.,20120625120200,20120625140000,následky srážky vlaku s osobou
81,Děčín hl.n. - Děčín východ,20120630012500,20120630030000,následky srážky vlaku s osobou
130,Bohosudov - Teplice v Č.,20120630070800,20120630090000,následky srážky vlaku s osobou
10,Přelouč - Pardubice hl.n.,20120708144700,20120708170000,následky srážky vlaku s osobou
202,Sudoměřice u Bech. - Malšice,20120708204100,20120708234100,následky srážky vlaku s osobou
260,Č.Třebová - Opatov,20120710164500,20120710194500,následky srážky vlaku s osobou
142,Karlovy Vary - St.Role,20120711205000,20120711235900,následky srážky vlaku s osobou
140,Karlovy Vary - St.Role,20120711205000,20120711235900,následky srážky vlaku s osobou
323,Lískovec u Frýd. - Frýdek-Místek,20120712190000,20120712210000,následky srážky vlaku s osobou
130,Chomutov - Kyjice,20120713165000,20120713200000,následky srážky vlaku s osobou
11,Praha-Vršovice - Praha-Běchovice,20120715002000,20120715043000,následky srážky vlaku s osobou
90,Povrly - Ústí n.L.hl.n.sever,20120715201900,20120715233000,následky srážky vlaku s osobou
170,Cheb - Lipová u Chebu,20120717213000,20120718003000,následky srážky vlaku s osobou
231,Mstětice - Praha-H.Počernice,20120719090000,20120719114000,následky srážky vlaku s osobou
130,Kyjice - Chomutov,20120720040000,20120720063000,následky srážky vlaku s osobou
260,Rájec-Jestřebí - Skalice n.Svit.,20120721050400,20120721100000,následky srážky vlaku s osobou
250,Sklené n.Osl. - Ostrov n.Osl.,20120721113000,20120721133000,následky srážky vlaku s osobou
36,Liberec - Vesec u Liberce,20120721223900,20120722015000,následky srážky vlaku s osobou
246,Břeclav - Hrušovany n.Jev.,20120722202700,20120722233000,následky srážky vlaku s osobou
298,Osoblaha - Bohušov,20120723180700,20120723203000,následky srážky vlaku s osobou
210,Jílové u Prahy - Týnec n.Sáz.,20120723223400,20120724010000,následky srážky vlaku s osobou
70,Neratovice - Všetaty,20120725092500,20120725121500,následky srážky vlaku s osobou
250,Kúty - Břeclav,20120729105000,20120729130000,následky srážky vlaku s osobou
330,St.Město u U.H. - Huštěnovice,20120729213000,20120729235900,následky srážky vlaku s osobou
340,Uherský Ostroh - Ostrožská N.Ves,20120731141300,20120731170000,následky srážky vlaku s osobou
180,Holýšov - Stod,20120801102800,20120801130000,následky srážky vlaku s osobou
171,Praha hl.n. - Praha-Smíchov,20120801141100,20120801173000,následky srážky vlaku s osobou
321,Ostrava-Svinov - Ostrava-Vítkovice,20120804041000,20120804070000,následky srážky vlaku s osobou
90,Hněvice - Roudnice n.L.,20120807133000,20120807173000,následky srážky vlaku s osobou
270,Ostrava-Svinov - Polanka n.O.,20120807190200,20120807213000,následky srážky vlaku s osobou
98,D.Žleb - Děčín-Prostř.Žleb,20120808061500,20120808100000,následky srážky vlaku s osobou
91,Praha-Holešovice - Praha hl.n.,20120808220400,20120808235900,následky srážky vlaku s osobou
220,Č.Budějovice - Hluboká n.Vlt.-Zám.,20120809050600,20120809090000,následky srážky vlaku s osobou
221,Říčany - Strančice,20120809175200,20120809185200,následky srážky vlaku s osobou
161,Rakovník západ - Senomaty,20120810225800,20120811010000,následky srážky vlaku s osobou
260,Skalice n.Svit. - Letovice,20120811191000,20120811211000,překážka na trati
36,Jablonec n.N. - Smržovka,20120812072400,20120812092400,následky srážky vlaku s osobou
18,Choceň - Vys.Mýto m.,20120816180100,20120816224000,následky srážky vlaku s osobou
47,Trutnov hl.n. - Radvanice,20120817082100,20120817110000,následky srážky vlaku s osobou
32,Trutnov hl.n. - Radvanice,20120817082100,20120817110000,následky srážky vlaku s osobou
30,Turnov - Malá Skála,20120818064500,20120818104000,následky srážky vlaku s osobou
32,Rtyně v Podkrk. - Malé Svatoňovice,20120820130500,20120820150500,následky srážky vlaku s osobou
11,Úvaly - Č.Brod,20120821111800,20120821135500,ostatní
241,Jaroměřice n.R. - Okříšky,20120822120000,20120822140000,následky srážky vlaku s osobou
30,St.Paka - Liberec,20120825052000,20120825072000,následky srážky vlaku s osobou
40,St.Paka - Liberec,20120825052000,20120825072000,následky srážky vlaku s osobou
70,Chotětov - Mladá Boleslav hl.n.,20120827105000,20120827130000,následky srážky vlaku s osobou
240,Tetčice - Zastávka u Brna,20120828050000,20120828073000,následky srážky vlaku s osobou
250,Přibyslav - Praha hl.n.,20120828080000,20120828103000,následky srážky vlaku s osobou
196,Kaplice - Omlenice,20120830082600,20120830110000,následky srážky vlaku s osobou
203,Březnice - Bělčice,20120830095600,20120830121500,následky srážky vlaku s automobilem
250,Modřice - Hrušovany u Brna,20120831062300,20120831093000,následky srážky vlaku s osobou
270,Prosenice - Brodek u Přer.,20120831190500,20120831210500,následky srážky vlaku s osobou
90,Roudnice n.L. - Hněvice,20120901225000,20120902010000,následky srážky vlaku s osobou
250,Řikonín - Tišnov,20120902203200,20120902235900,následky srážky vlaku s osobou
260,Adamov - Brno hl.n.,20120902220000,20120903010000,následky srážky vlaku s osobou
170,Plzeň-Jižní př. - Plzeň-Křimice,20120903055000,20120903090000,následky srážky vlaku s osobou
270,Polanka n.O. - Jistebník,20120905192000,20120905230000,následky srážky vlaku s osobou
227,Třešť - Sedlejov,20120908090000,20120908120000,následky srážky vlaku s osobou
310,Skrochovice - Opava západ,20120908202800,20120908231500,následky srážky vlaku s osobou
244,Ivančice - Střelice,20120908215400,20120909014500,následky srážky vlaku s osobou
270,Moravičany - Mohelnice,20120909171200,20120909210000,následky srážky vlaku s osobou
321,Havířov - Albrechtice u Č.T.,20120910052000,20120910090000,následky srážky vlaku s osobou
231,Nymburk hl.n. - Poděbrady,20120910123800,20120910180000,následky srážky vlaku s osobou
250,Brno-Královo Pole - Kuřim,20120911195400,20120911230000,následky srážky vlaku s osobou
221,Praha-Vršovice - Praha-Hostivař,20120911223000,20120912013000,následky srážky vlaku s osobou
320,Třinec (Trzyniec) - Bystřice (Bystrzyca),20120912083200,20120912130000,následky srážky vlaku s osobou
310,Skrochovice - Krnov,20120913232000,20120914020000,následky srážky vlaku s osobou
200,Příbram - Milín,20120914102000,20120914131000,následky srážky vlaku s osobou
221,Praha-Hostivař - Praha-Vršovice,20120914141000,20120914160000,následky srážky vlaku s osobou
244,Miroslav - Hrušovany n.Jev.,20120914183100,20120914211000,následky srážky vlaku s osobou
148,Frant.Lázně - Cheb,20120914214000,20120914235900,následky srážky vlaku s osobou
91,Kralupy n.Vlt. - Nelahozeves,20120915031500,20120915065000,následky srážky vlaku s osobou
300,Vyškov na M. - Ivanovice na H.,20120917140000,20120917173000,ostatní
343,Sudoměřice n.M. - Veselí n.M.,20120917165900,20120917200000,následky srážky vlaku s osobou
323,Baška - Frýdek-Místek,20120918143800,20120918181500,následky srážky vlaku s osobou
330,Huštěnovice - Napajedla,20120918152000,20120918184500,následky srážky vlaku s osobou
10,Č.Třebová - Kolín,20120919143200,20120919153200,následky srážky vlaku s osobou
270,Č.Třebová - Kolín,20120919143200,20120919153200,následky srážky vlaku s osobou
170,Cheb - Lipová u Chebu,20120919193500,20120919230000,následky srážky vlaku s osobou
93,Kladno - Kladno-Ostrovec,20120920223000,20120921010000,následky srážky vlaku s osobou
20,Chlumec n.C. - N.Město n.C.,20120921030000,20120921061500,následky srážky vlaku s osobou
41,Rovensko p.Troskami - Turnov,20120925163300,20120925200000,následky srážky vlaku s osobou
220,Č.Budějovice - Hluboká n.Vlt.-Zám.,20121003153500,20121003160000,následky srážky vlaku s osobou
190,Č.Budějovice - Hluboká n.Vlt.-Zám.,20121003153500,20121003160000,následky srážky vlaku s osobou
190,Č.Budějovice - Dívčice,20121003161000,20121003174500,následky srážky vlaku s osobou
130,Bílina - Oldřichov u Duch.,20121004055000,20121004082000,následky srážky vlaku s osobou
280,Valašské Meziříčí - Jablůnka,20121004164500,20121004200000,následky srážky vlaku s osobou
11,Č.Brod - Poříčany,20121005211000,20121005234000,následky srážky vlaku s osobou
220,Soběslav - Roudná,20121006055800,20121006090000,následky srážky vlaku s osobou
323,Lískovec u Frýd. - Frýdek-Místek,20121006132000,20001006173000,následky srážky vlaku s osobou
282,Halenkov - Karolinka,20001006134900,20121006183000,následky srážky vlaku s osobou
176,Radnice - Chrást u Plzně,20121006210000,20121007003000,následky srážky vlaku s osobou
170,Radnice - Chrást u Plzně,20121006210000,20121007003000,následky srážky vlaku s osobou
170,Radnice - Chrást u Plzně,20121006210000,20121007003000,následky srážky vlaku s osobou
260,Letovice - Skalice n.Svit.,20121006210000,20121006233000,následky srážky vlaku s osobou
270,Polom - Suchdol n.O.,20121007125000,20121007150000,následky srážky vlaku s osobou
320,Návsí (Nawsie) - Bystřice (Bystrzyca),20121008111500,20121008121500,překážka na trati
72,Litoměřice m. - Polepy,20121011160900,20121011170900,následky srážky vlaku s osobou
